1519835097.9368505,0,0.4987500011920929
1519835147.0129035,1,0.581375002861023
1519835196.1936865,2,0.6474999785423279
1519835245.2917767,3,0.6811249852180481
1519835294.195535,4,0.7053750157356262
1519835343.0849392,5,0.7296249866485596
1519835392.1562967,6,0.7484999895095825
1519835441.0631917,7,0.7713750004768372
1519835490.0509553,8,0.7795000076293945
1519835539.2075408,9,0.793749988079071
1519835588.38526,10,0.8111249804496765
1519835637.4124534,11,0.8042500019073486
1519835686.4037824,12,0.8221250176429749
1519835735.3223834,13,0.8347499966621399
1519835784.48094,14,0.8336250185966492
1519835833.1557803,15,0.8422499895095825
1519835882.1442416,16,0.8488749861717224
1519835930.9630265,17,0.8483750224113464
1519835979.6328678,18,0.8525000214576721
1519836028.6689982,19,0.8577499985694885
1519836077.518461,20,0.862500011920929
1519836126.4396188,21,0.8659999966621399
1519836175.2286615,22,0.8712499737739563
1519836224.106997,23,0.8716250061988831
1519836272.8906777,24,0.8792499899864197
1519836321.6120148,25,0.8877500295639038
1519836370.700231,26,0.8834999799728394
1519836419.5920167,27,0.8889999985694885
1519836468.4527338,28,0.8970000147819519
1519836517.5443919,29,0.8896250128746033
1519836566.620263,30,0.8996250033378601
1519836615.9446552,31,0.8982499837875366
1519836664.825466,32,0.9010000228881836
1519836713.5901492,33,0.8985000252723694
1519836762.5785763,34,0.9002500176429749
1519836811.613511,35,0.906000018119812
1519836860.4517026,36,0.9022499918937683
1519836909.5821688,37,0.9054999947547913
1519836958.4578314,38,0.9107499718666077
1519837007.3249712,39,0.906000018119812
1519837056.1202686,40,0.9076250195503235
1519837104.9598985,41,0.9151250123977661
1519837153.8088262,42,0.9137499928474426
1519837202.765628,43,0.9137499928474426
1519837251.8702028,44,0.9129999876022339
1519837301.167738,45,0.9190000295639038
1519837349.9799736,46,0.9131249785423279
1519837398.9701443,47,0.9256250262260437
1519837447.674898,48,0.921625018119812
1519837496.240805,49,0.9253749847412109
1519837545.0955818,50,0.9201250076293945
1519837594.2176676,51,0.9229999780654907
1519837643.0003169,52,0.9268749952316284
1519837691.9590547,53,0.9281250238418579
1519837740.9695475,54,0.9228749871253967
1519837789.758917,55,0.9287499785423279
1519837838.9072788,56,0.9293749928474426
1519837887.706458,57,0.9306250214576721
1519837936.6434255,58,0.9291250109672546
1519837985.243251,59,0.9276250004768372
1519838034.0719461,60,0.9340000152587891
1519838083.1344857,61,0.9359999895095825
1519838131.9579172,62,0.9382500052452087
1519838180.6084545,63,0.9351249933242798
1519838229.3712928,64,0.9382500052452087
1519838278.1005728,65,0.9396250247955322
1519838327.0885649,66,0.9369999766349792
1519838375.8862138,67,0.9401249885559082
1519838424.917984,68,0.9446250200271606
1519838473.7665567,69,0.9446250200271606
1519838522.6300023,70,0.9434999823570251
1519838571.7551634,71,0.9433749914169312
1519838620.6713266,72,0.9446250200271606
1519838669.4268138,73,0.9413750171661377
1519838718.231578,74,0.9437500238418579
1519838767.2116683,75,0.9446250200271606
1519838816.1052692,76,0.9441249966621399
1519838865.1887317,77,0.9443749785423279
1519838913.9672806,78,0.9473749995231628
1519838962.7492561,79,0.9476249814033508
1519839011.700178,80,0.949999988079071
1519839060.5449052,81,0.9458749890327454
1519839109.2901673,82,0.9465000033378601
1519839158.0350447,83,0.9483749866485596
1519839206.6603618,84,0.9483749866485596
1519839255.3626869,85,0.9521250128746033
1519839304.171489,86,0.9539999961853027
1519839352.9413612,87,0.9552500247955322
1519839402.2063358,88,0.9505000114440918
1519839451.0989146,89,0.9558749794960022
1519839500.0077622,90,0.9558749794960022
1519839549.0572813,91,0.953249990940094
1519839598.0161338,92,0.953374981880188
1519839647.0379472,93,0.9593750238418579
1519839695.8034673,94,0.9546250104904175
1519839744.629071,95,0.953499972820282
1519839793.7593508,96,0.9587500095367432
1519839842.5210764,97,0.9555000066757202
1519839891.4880805,98,0.9578750133514404
1519839940.4591658,99,0.9521250128746033
